exp_string,gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,padj,syp_target,imp_target,RBP_target,cluster_id,cluster_description,cluster_code,gene_biotype,n_binding_site,binding_feature,l2fc_xlsite,padj_xlsite,l2fc_bsmax,padj_bsmin,feature_pct_UTR5,feature_pct_CDS,feature_pct_UTR3,feature_pct_intron,feature_pct_ncRNA_exon,feature_pct_ncRNA_intron,avg_iCLIP_tpm,human_homologs,mammalian_imp_target,mammalian_syp_target,target
L1 Imp,FBgn0036134,FoxK,2140.307767,0.135270178,0.139372347,0.970562013,0.708340338,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,39,UTR3:CDS,4.09237380809645,2.27355257850952e-108,4.844170722376852,3.272433582568863e-13,0,17.94871794871795,82.05128205128204,0,NA,NA,93.0675207215253,FOXK1 | FOXK2,TRUE,TRUE,TRUE
L1 Imp,FBgn0030809,Ubr1,5120.152692,0.137960012,0.186963987,0.737898758,0.798004066,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,3,UTR3,1.8772500385781297,1.0740253045126025e-31,3.055583222304868,0.04178568400186755,0,0,100,0,NA,NA,17.521787500000002,UBR1 | UBR2,TRUE,TRUE,TRUE
L1 Imp,FBgn0263594,lost,6436.374837,0.138511226,0.16496456,0.839643051,0.755060404,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,64,UTR3,4.432646710895699,4.844724956716461e-127,4.636991660303578,4.0832840832359406e-36,0,0,100,0,NA,NA,448.5649183333333,MTHFSD,FALSE,FALSE,TRUE
L1 Imp,FBgn0259176,bun,17183.66838,0.138530433,0.208862384,0.663262706,0.821614797,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,32,UTR3,1.0324611584981351,9.042967967593894e-10,2.6182854934112822,1.3545402487658952e-7,0,0,100,0,NA,NA,232.1809996125454,TSC22D1,TRUE,TRUE,TRUE
L1 Imp,FBgn0259143,CG42258,2133.519222,0.138531018,0.168858309,0.820401705,0.763733786,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,99,UTR3,4.29152541051512,1.8083265922336667e-171,4.722247156311443,1.9616201461506935e-39,0,0,100,0,NA,NA,360.27020593333333,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0026189,prominin-like,6786.493054,0.139440138,0.156063752,0.893479156,0.734533211,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,54,UTR3,3.5510180992206006,7.581368276422364e-134,5.572611136651817,2.0746044812962595e-10,0,0,100,0,NA,NA,66.19875862666666,PROM1 | PROM2,TRUE,FALSE,TRUE
L1 Imp,FBgn0043362,bchs,4884.797187,0.139628594,0.208529234,0.669591928,0.81918877,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,5,UTR3,3.042550828932099,4.718954812276145e-58,3.1974662058140764,1.2955631663393694e-4,0,0,100,0,NA,NA,8.036466233333334,WDFY3 | WDFY4,TRUE,TRUE,TRUE
L1 Imp,FBgn0003360,sesB,7450.657807,0.139854266,0.149705494,0.934195966,0.721105308,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,35,UTR3:CDS,4.391626868029961,3.487369600690689e-77,2.0257043454011296,8.354515727740517e-32,0,14.285714285714285,85.71428571428571,0,NA,NA,10811.360658000001,SLC25A31 | SLC25A4 | SLC25A5 | SLC25A6,TRUE,TRUE,TRUE
L1 Imp,FBgn0003870,ttk,709.2312544,0.139968323,0.185370171,0.755114554,0.790612578,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,28,UTR3,2.333839024298041,8.641212507459723e-61,3.908289720510699,2.3443227981212897e-7,0,0,100,0,NA,NA,64.05630676,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0030719,eIF5,119.3069057,0.140622897,0.24891434,0.565124992,0.85307145,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,35,UTR3:UTR5,3.58131322789773,5.233488891844658e-86,2.10725936602032,2.82192467377016e-22,82.85714285714286,0,17.142857142857142,0,NA,NA,190.52669313333334,EIF5,TRUE,TRUE,TRUE
L1 Imp,FBgn0033166,Eaf,1195.397069,0.141268414,0.197060648,0.716898897,0.805391859,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,16,UTR5,3.0507631681786544,2.8194899356617155e-101,1.8276749407358295,1.9402380322419858e-11,100,0,0,0,NA,NA,294.61611593333333,EAF1 | EAF2,TRUE,FALSE,TRUE
L1 Imp,FBgn0033382,Hydr1,407.2504785,0.14158729,0.191939415,0.737698696,0.798004066,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,5,UTR3,3.377565105769364,2.4708460751738225e-55,3.348343822050952,0.023434392808943973,0,0,100,0,NA,NA,22.873512333333334,ABHD1 | ABHD3,FALSE,FALSE,TRUE
L1 Imp,FBgn0034087,clu,1623.365883,0.141823384,0.152359683,0.930840814,0.722802366,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,19,UTR3,2.402486027923531,4.195481661335126e-57,2.442679049391754,3.5705400515850233e-6,0,0,100,0,NA,NA,37.308801,CLUH,FALSE,FALSE,TRUE
L1 Imp,FBgn0266350,lncRNA:CR44999,7.530629447,0.141965789,0.306206061,0.467256078,0.879158672,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,ncRNA,94,ncRNA-exon:ncRNA-intron,3.7097620626431285,4.4774916811320915e-116,4.477717430500961,3.0150553029795133e-84,NA,NA,NA,NA,3.1914893617021276,96.80851063829788,2.6704603333333337,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0022764,Sin3A,15377.08116,0.14245157,0.203903224,0.698624416,0.810824268,FALSE,TRUE,Imp target only,Cluster VI,Other,Other,protein_coding,13,UTR3,1.1206071524470609,4.3794378490132417e-13,3.639076736523256,4.0467840214279925e-6,0,0,100,0,NA,NA,74.23592580666666,SIN3A | SIN3B,TRUE,TRUE,TRUE
L1 Imp,FBgn0264449,CG43867,11469.74412,0.14311378,0.239194834,0.59831821,0.84237644,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,11,UTR3,0.9881611777686697,4.11771302900624e-11,3.5780971158578,2.9755020353013117e-4,0,0,100,0,NA,NA,22.692859875699998,PLEKHH1 | PLEKHH2,TRUE,FALSE,TRUE
L1 Imp,FBgn0022023,eIF3h,3116.221483,0.145179371,0.151387163,0.959000192,0.711198233,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,9,UTR3:CDS,2.6039785906636177,1.7325320607847341e-46,1.672667979176626,5.3913827061378194e-8,0,11.11111111111111,88.88888888888889,0,NA,NA,70.18577583333334,EIF3H,TRUE,TRUE,TRUE
L1 Imp,FBgn0026403,Ndg,28.20137213,0.145254347,0.301576676,0.481401931,0.876474211,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,4,UTR3,0.7001302773534456,0.019050275208233464,1.6684610113953813,0.009557681346003684,0,0,100,0,NA,NA,17.5148024,NID1 | NID2,TRUE,FALSE,TRUE
L1 Imp,FBgn0019968,Khc-73,7831.936661,0.145418502,0.18070717,0.804720523,0.770323564,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,14,UTR3,2.5842028863327355,4.779847758654495e-60,4.472176588539513,3.1308736334787553e-4,0,0,100,0,NA,NA,24.651555407068226,KIF13A | KIF13B,TRUE,TRUE,TRUE
L1 Imp,FBgn0013799,Deaf1,2191.914245,0.145877354,0.169055913,0.86290304,0.745349809,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,9,UTR3,3.533422462035406,3.2996645273509174e-91,4.062710922724865,0.009552355223034525,0,0,100,0,NA,NA,29.3319085,DEAF1,FALSE,FALSE,TRUE
L1 Imp,FBgn0005536,Mbs,3517.012358,0.146530571,0.182135751,0.804519666,0.770323564,TRUE,TRUE,Co-target,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,2,CDS,0.5332466019025482,0.01062487433654313,3.8054875775263004,0.011260008215841152,0,100,0,0,NA,NA,33.31836439638662,PPP1R12A | PPP1R12B,TRUE,TRUE,TRUE
L1 Imp,FBgn0025639,Hmt4-20,11383.34376,0.146759559,0.223576894,0.656419158,0.822342821,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,16,UTR3,2.6824687128927636,2.6595275012806504e-57,5.544338368317681,1.1788771925174047e-4,0,0,100,0,NA,NA,21.017147366666666,KMT5B | KMT5C,TRUE,FALSE,TRUE
L1 Imp,FBgn0263352,Unr,16735.72692,0.147131529,0.13646496,1.078162925,0.668719857,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,214,UTR3:UTR5,4.839208674026069,2.842536636924567e-138,4.271749221424992,9.127426221702948e-32,72.42990654205607,0,27.570093457943923,0,NA,NA,309.2168326666667,CSDE1,TRUE,TRUE,TRUE
L1 Imp,FBgn0260003,Dys,8810.623575,0.147525396,0.216085061,0.682722203,0.818200325,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,29,UTR3,0.7292655937791073,1.2451535641220183e-6,3.9736225586477616,0.005363493708788333,0,0,100,0,NA,NA,24.69552230788563,DMD | UTRN,TRUE,TRUE,TRUE
L1 Imp,FBgn0035896,CG6983,190.0293296,0.147732945,0.206142419,0.716547099,0.805391859,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,10,UTR3,3.5092116769775075,2.4689134185866283e-69,3.859264653193176,0.0033852331801794444,0,0,100,0,NA,NA,40.8799942,C20orf27,FALSE,FALSE,TRUE
L1 Imp,FBgn0266557,kis,77104.57152,0.148171464,0.220294198,0.672607183,0.81918877,TRUE,TRUE,Co-target,Cluster III,"Higher Syp
binding",High_Syp,protein_coding,2,UTR3,0.532412430397514,0.01310891835805092,2.0895233329603826,4.396582707070457e-22,0,0,100,0,NA,NA,49.57423894026174,CHD6 | CHD7 | CHD8 | CHD9,TRUE,TRUE,TRUE
L1 Imp,FBgn0010434,cora,5597.682797,0.14913311,0.128015775,1.164958633,0.635855465,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,40,CDS:UTR3,3.5816719224616276,5.095042617716144e-129,2.5851862646606762,1.0137748735614676e-56,0,2.5,97.5,0,NA,NA,269.64268763333337,EPB41 | EPB41L1 | EPB41L2 | EPB41L3,TRUE,FALSE,TRUE
L1 Imp,FBgn0026059,Mhcl,5334.262898,0.149798432,0.209013883,0.716695654,0.805391859,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,27,intron:UTR3,3.0580303919104783,4.517273275490024e-78,3.155681002411761,1.551461553796133e-16,0,0,14.814814814814813,85.18518518518519,NA,NA,774.8627594670097,MYO18A | MYO18B,TRUE,TRUE,TRUE
L1 Imp,FBgn0285947,RpS10b,9632.117516,0.150124655,0.24429253,0.614534048,0.836800098,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,22,CDS:UTR3,2.7311824443913943,9.876760486431322e-67,3.3497714922672217,1.7613924967576183e-18,0,13.636363636363635,86.36363636363636,0,NA,NA,505.495862639228,RPS10,FALSE,FALSE,TRUE
L1 Imp,FBgn0267912,CanA-14F,5582.217453,0.150465134,0.255144818,0.589734635,0.845716116,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,73,UTR3,3.8695072648897115,3.420970172233168e-154,4.969807643730078,5.289262774707394e-31,0,0,100,0,NA,NA,117.551189089711,PPP3CA | PPP3CB | PPP3CC,TRUE,TRUE,TRUE
L1 Imp,FBgn0261801,CG42747,529.742296,0.150540975,0.20219543,0.74458952,0.795467906,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,18,UTR3,1.1337298028991227,5.125277694930466e-13,4.193499114983932,2.5102461656942818e-6,0,0,100,0,NA,NA,29.019873999999998,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0035001,Slik,8660.841249,0.150674728,0.18672245,0.806946955,0.768975122,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,32,UTR3:intron,2.588219149650814,1.9747047470799942e-63,4.388972178249957,7.576127160567941e-16,0,0,90.625,9.375,NA,NA,234.24697393333335,SLK | STK10,TRUE,FALSE,TRUE
L1 Imp,FBgn0038646,CG7715,2.819162888,0.15149809,0.265823405,0.56472148,NA,TRUE,TRUE,Co-target,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,6,UTR3,0.5775235448079052,0.02076402547955616,2.8325991778762676,2.425731766455383e-9,0,0,100,0,NA,NA,5.025316666666667,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0267821,da,2529.768013,0.152607777,0.166662317,0.915680452,0.723950038,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,5,UTR3,3.1033978419727966,2.5571503984489726e-75,3.356730663157208,0.01622508276346225,0,0,100,0,NA,NA,26.875580666666668,TCF12 | TCF3 | TCF4,TRUE,TRUE,TRUE
L1 Imp,FBgn0003520,stau,8307.056165,0.153200028,0.222184252,0.689521871,0.815068528,TRUE,TRUE,Co-target,Cluster III,"Higher Syp
binding",High_Syp,protein_coding,9,UTR3,3.4220903539540863,2.807422366368121e-74,4.548861539138105,0.0024327169450535178,0,0,100,0,NA,NA,29.020420356666666,STAU1 | STAU2,TRUE,TRUE,TRUE
L1 Imp,FBgn0259745,wech,7121.699124,0.153204518,0.215809537,0.709910552,0.806498058,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,29,UTR3,4.209758034054348,8.327055166883326e-165,4.447689916462714,1.3607531062932025e-7,0,0,100,0,NA,NA,43.34089466677439,TRIM71,TRUE,FALSE,TRUE
L1 Imp,FBgn0040351,CG11638,892.4086267,0.1532803,0.167558978,0.914756953,0.724042138,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,2,UTR3,3.3244332349078816,2.156593312436113e-47,3.6623577915928807,0.011735500339245319,0,0,100,0,NA,NA,16.910584666666665,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0038545,pasi1,113.2172892,0.153708315,0.254781315,0.603014065,0.840294665,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,3,UTR3,3.998295328913181,1.1655775550393546e-50,2.686145203447841,0.013005094928975064,0,0,100,0,NA,NA,48.64774,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0264975,Nrg,8404.070616,0.15378451,0.15120118,1.017085658,0.691688299,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,74,UTR5:UTR3,2.8487997266461345,6.971425921067395e-82,4.4629604017780675,4.908595766448305e-22,12.162162162162163,0,87.83783783783784,0,NA,NA,261.6457580247767,CHL1 | L1CAM | NFASC | NRCAM,TRUE,TRUE,TRUE
L1 Imp,FBgn0261556,CG42674,2022.190982,0.155254036,0.21175497,0.733194176,0.799488922,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,22,UTR5,1.488288760469758,1.0837606040235766e-27,2.386048397752813,9.446679424117299e-13,100,0,0,0,NA,NA,27.084027071221083,PLEKHG5,TRUE,TRUE,TRUE
L1 Imp,FBgn0003310,S,2367.554507,0.155459069,0.169217057,0.918705916,0.723950038,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,9,UTR3,2.2288221413471936,1.955355843659209e-58,4.45454131592667,0.001527934245249224,0,0,100,0,NA,NA,31.168916733333333,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0010415,Sdc,5289.82137,0.155870592,0.15951578,0.977151116,0.706480679,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,114,UTR3:CDS,3.291856507101546,2.0158188420746073e-105,4.329694246851299,2.308689471846903e-46,0,10.526315789473683,89.47368421052632,0,NA,NA,537.7875226209464,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0013720,pck,296.6319224,0.156867221,0.175317751,0.894776637,0.733808779,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,11,UTR3,3.783554636815613,4.318247970217102e-62,3.5746304693219995,0.01885636697245641,0,0,100,0,NA,NA,33.574326666666664,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0085383,CG34354,2368.024231,0.157509613,0.23995372,0.656435042,0.822342821,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,17,UTR3,1.781416711463139,1.440767958615587e-28,4.064589886819102,0.0031987514009997283,0,0,100,0,NA,NA,24.40765096,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0027527,Osi6,1.304186623,0.158685546,0.183715404,0.897549429,NA,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,69,UTR3,4.004702208346968,4.4130087705280715e-41,2.4065988190706444,4.545572036280342e-11,0,0,100,0,NA,NA,15627.328027122685,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0053147,Hs3st-A,1534.386548,0.159020465,0.201396824,0.789607077,0.77530967,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,8,UTR3,2.2487045294693147,1.6761191937368034e-33,3.3906724400330837,0.018097624068591896,0,0,100,0,NA,NA,12.456466902499999,HS3ST1 | HS3ST5,TRUE,TRUE,TRUE
L1 Imp,FBgn0262740,Evi5,5260.263382,0.159030105,0.204771536,0.776628959,0.781057172,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,10,UTR3,2.07723667564704,4.322961038242079e-46,3.750291697703541,0.004995263306543764,0,0,100,0,NA,NA,31.6121731,EVI5 | EVI5L,FALSE,TRUE,TRUE
L1 Imp,FBgn0024555,flfl,4783.258623,0.159382657,0.131967904,1.207736389,0.620155672,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,5,UTR3,2.584667334981351,9.150071904637206e-71,2.9109853007769333,0.0018653831456779029,0,0,100,0,NA,NA,28.806219799999997,PPP4R3A | PPP4R3B | PPP4R3C,TRUE,FALSE,TRUE
L1 Imp,FBgn0263289,scrib,6577.068108,0.160510442,0.215032201,0.74645378,0.794330551,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,11,UTR3,0.7280061375504411,5.5837424560066303e-5,2.957939181523391,1.197102917245264e-11,0,0,100,0,NA,NA,52.70187648300338,SCRIB,TRUE,FALSE,TRUE
L1 Imp,FBgn0030766,mthl1,1322.560555,0.161117727,0.226232711,0.712205437,0.806408548,FALSE,TRUE,Imp target only,Cluster VI,Other,Other,protein_coding,7,UTR3,2.0042531373208567,7.051815350999172e-36,2.5349330524661826,0.0024041062443376318,0,0,100,0,NA,NA,12.6289908,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0030893,RhoGAP16F,411.05926470000003,0.161942118,0.185217304,0.874381235,0.740858573,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,6,UTR3,3.8433438836984193,6.252276416038839e-68,1.3135793931540962,0.04704355679228264,0,0,100,0,NA,NA,24.851042666666668,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0003891,tud,14928.31676,0.16196105,0.21201853,0.763901812,0.785670969,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,33,UTR5:UTR3,2.7978840510016405,2.480350037429787e-69,2.97476274702108,4.8516140786020293e-17,42.42424242424242,0,57.57575757575758,0,NA,NA,27.249626666666668,TDRD15 | TDRD6,FALSE,FALSE,TRUE
L1 Imp,FBgn0261854,aPKC,3082.698726,0.16236785,0.153239922,1.059570088,0.675704723,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,66,UTR3,4.0368579875997295,5.28316038743068e-150,4.387822146111582,5.050225645079267e-23,0,0,100,0,NA,NA,489.6399392833333,PRKCI | PRKCZ,TRUE,TRUE,TRUE
L1 Imp,FBgn0261822,Bsg,6140.042331,0.163097076,0.192255853,0.848338441,0.751431997,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,271,UTR5:CDS:UTR3,3.626148206239643,1.1667805613737932e-90,4.3276647016188985,1.0228545978233186e-24,14.760147601476014,0.7380073800738007,84.50184501845018,0,NA,NA,1001.2733315588613,BSG,TRUE,FALSE,TRUE
L1 Imp,FBgn0037705,mura,7232.750557,0.164073662,0.220768634,0.743199356,0.796497792,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,40,UTR3:CDS,3.5948816160889336,9.387330469505073e-93,4.036525975958662,6.87989247965837e-12,0,37.5,62.5,0,NA,NA,94.49197733333334,RNF38,TRUE,TRUE,TRUE
L1 Imp,FBgn0026313,X11L,5841.591908,0.164600949,0.164425286,1.001070832,0.698337114,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,6,UTR3,4.44095656531324,4.1232053394348294e-131,3.852796465545108,0.0031467840384688276,0,0,100,0,NA,NA,29.229950666666664,APBA1 | APBA2 | APBA3,TRUE,TRUE,TRUE
L1 Imp,FBgn0262582,cic,16550.39478,0.164962978,0.233994308,0.704990932,0.808788599,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,10,UTR3,1.7501152328176557,3.7997100020264007e-33,3.9583369514111557,1.5947558893039847e-4,0,0,100,0,NA,NA,34.2006894,CIC,FALSE,TRUE,TRUE
L1 Imp,FBgn0263111,cac,6225.225541,0.165410408,0.249703083,0.662438974,0.821614797,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,19,UTR3,1.944803163552572,1.8637140259431249e-41,4.248414702545082,0.002843422794733607,0,0,100,0,NA,NA,80.2605788236062,CACNA1A | CACNA1B | CACNA1E,TRUE,TRUE,TRUE
L1 Imp,FBgn0035582,CG13705,2.598305036,0.165553255,0.270974422,0.617885697,NA,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,7,UTR3,0.15809339021958188,1,1.5147198717059471,0.008195933738122897,0,0,100,0,NA,NA,17.01996666666667,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0001169,H,2839.057163,0.165595863,0.188665138,0.8777321,0.740829808,TRUE,TRUE,Co-target,Cluster III,"Higher Syp
binding",High_Syp,protein_coding,5,UTR3,2.7062498386313445,7.445501285529e-49,3.255113669030386,0.026034447447897586,0,0,100,0,NA,NA,14.756706088333333,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0035016,CG4612,5291.302282,0.165746469,0.1697844,0.976221887,0.706550823,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,30,UTR3,4.305806554313546,6.39630034100955e-116,4.890643954838277,8.151755583233778e-10,0,0,100,0,NA,NA,91.6053,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0030930,Pgant7,748.1603434,0.166746313,0.158147956,1.054399254,0.677883323,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,15,UTR3,3.005050375736147,8.77250088142627e-55,2.7282512083274026,0.004003348641734291,0,0,100,0,NA,NA,27.20390006666667,GALNT7,TRUE,TRUE,TRUE
L1 Imp,FBgn0053181,CG33181,1889.0013510000001,0.167326007,0.248178601,0.674243863,0.81918877,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,34,UTR5:CDS:UTR3,2.918090326271801,1.1920291007513009e-92,4.212543172337495,6.750910007785786e-16,8.823529411764707,41.17647058823529,50,0,NA,NA,79.80958495833333,SLC41A1 | SLC41A2 | SLC41A3,TRUE,TRUE,TRUE
L1 Imp,FBgn0260970,Ubr3,5956.003151,0.167327165,0.208716268,0.801702111,0.77049807,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,24,UTR3,2.8698760783769166,9.871699481853927e-86,5.355499719576047,5.001186093259854e-6,0,0,100,0,NA,NA,65.57824223333333,UBR3,TRUE,TRUE,TRUE
L1 Imp,FBgn0011766,E2f1,11885.86457,0.167409036,0.208297242,0.803705796,0.770491179,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,53,UTR3:CDS,2.664390002810316,5.175030597689212e-76,3.7031101275365663,8.699976798087304e-23,0,26.41509433962264,73.58490566037736,0,NA,NA,132.00671119999998,E2F1 | E2F2 | E2F3,FALSE,TRUE,TRUE
L1 Imp,FBgn0267002,unc-104,10697.34089,0.167438821,0.128137304,1.306713657,0.588019613,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,12,UTR3,2.49975233025764,2.1187819517113876e-60,2.8910202450918274,1.129574634873894e-5,0,0,100,0,NA,NA,30.42239161666667,KIF1A | KIF1B | KIF1C,TRUE,TRUE,TRUE
L1 Imp,FBgn0037416,Osi9,6.255005983,0.167778627,0.310078764,0.543148111,0.85803204,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,17,UTR3,3.3716829964883526,1.263068328135292e-43,3.205654077252559,0.005218308046592016,0,0,100,0,NA,NA,961.3461933333333,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0267001,Ten-a,23808.73517,0.168888699,0.256087812,0.659502072,0.821932543,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,36,UTR3,1.408343580971391,1.022831274512729e-23,4.254470646436047,2.6904312219891392e-20,0,0,100,0,NA,NA,28.00127088970695,TENM1 | TENM2 | TENM3 | TENM4,TRUE,TRUE,TRUE
L1 Imp,FBgn0051789,CG31789,3.619101655,0.168910482,0.26222001,0.641572134,0.827196807,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,20,CDS:UTR3,3.670385083744313,3.345743779506397e-89,1.422280056742082,4.674490463473635e-6,0,45,55.00000000000001,0,NA,NA,583.0197966666667,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0037057,CG10512,275.3354479,0.169240087,0.194180249,0.871479923,0.742340004,TRUE,TRUE,Co-target,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,2,UTR3,1.7382266269689797,4.171342265170517e-21,3.9764634547598923,0.013255372532460102,0,0,100,0,NA,NA,15.761332333333334,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0014037,Su(Tpl),7866.084244,0.169321708,0.238854805,0.708897478,0.806498058,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,26,UTR5,1.113692848973721,3.959931918979417e-11,1.4740935301557871,5.993371641651926e-5,100,0,0,0,NA,NA,62.22407666666667,ELL | ELL2,TRUE,FALSE,TRUE
L1 Imp,FBgn0085391,trv,8891.989253,0.16941542,0.21830434,0.77605591,0.781338077,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,127,UTR3,4.502490477085082,1.7151826280412073e-217,5.429613240587868,6.181229209112973e-19,0,0,100,0,NA,NA,136.33367135,NA,FALSE,FALSE,TRUE
